isuid,id,day of week,time of day,size.kb,box,domain,local,digits,name,cappct,special,credit,sucker,porn,chain,username,large text,spampct,category,spam
2,150,Sat,7,8,no,net,no,0,name,0.08,1,no,no,no,no,no,yes,90,com,yes
2,151,Sat,13,2,yes,edu,yes,0,empty,0.02,2,no,no,no,no,no,no,NA,ord,no
2,152,Sat,23,7,no,com,no,0,empty,0.11,2,no,no,no,no,no,yes,93,com,yes
2,153,Sat,14,3,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
2,154,Sat,15,4,yes,de,no,0,name,0.09,0,no,no,no,no,no,no,0,ord,no
2,155,Sat,16,29,yes,edu,yes,0,name,0.04,0,no,no,no,no,no,no,NA,list,no
2,156,Sat,22,7,no,com,no,0,empty,0.13,2,no,no,no,no,no,yes,93,com,yes
2,157,Sat,20,5,no,net,no,0,name,0.07,0,no,no,no,no,no,no,62,com,yes
2,158,Sat,21,3,yes,edu,yes,0,empty,0.11,0,no,no,no,yes,no,no,21,ord,no
2,159,Sat,21,3,no,edu,yes,0,name,0.09,0,no,no,no,yes,no,no,0,ord,no
2,160,Sun,10,5,no,com,no,0,empty,0.03,1,no,no,no,no,no,no,94,com,yes
2,161,Sat,23,3,yes,edu,yes,0,single,0.19,0,no,no,no,no,no,no,0,list,no
2,162,Sun,5,5,no,com,no,0,name,0.01,0,yes,no,yes,no,no,no,84,com,yes
2,163,Sun,6,4,yes,com,no,0,name,0.25,0,no,no,no,no,no,no,45,list,no
2,164,Sun,12,3,yes,de,no,0,name,0.02,0,no,no,no,no,no,no,0,ord,no
2,165,Sun,12,3,yes,edu,no,0,name,0.08,0,no,no,no,no,no,no,0,ord,no
2,166,Sun,16,2,yes,edu,yes,0,name,0.18,0,no,no,no,no,no,no,NA,ord,no
2,167,Sun,17,2,yes,edu,yes,0,name,0.06,0,no,no,no,no,no,no,NA,ord,no
2,168,Sun,17,4,no,edu,yes,0,name,0.1,0,no,no,no,yes,no,no,0,list,no
2,169,Sun,17,1233,yes,de,no,0,name,0.13,3,no,yes,no,no,no,no,19,ord,no
2,170,Sun,17,182,yes,de,no,0,name,0.1,1,no,no,no,no,no,no,0,ord,no
2,171,Sun,16,7,no,ro,no,0,name,0.19,0,no,no,no,no,no,no,83,com,yes
2,172,Sun,19,6,no,net,no,0,name,0.05,0,no,no,no,no,no,no,46,com,yes
2,173,Sun,20,3,yes,edu,yes,0,name,0.1,0,no,no,no,no,no,no,0,ord,no
2,174,Mon,11,3,no,tw,no,1,empty,0.15,0,no,no,no,no,no,no,28,list,no
2,175,Sun,23,7,no,net,no,0,name,0.06,0,no,no,no,no,no,no,44,com,yes
2,176,Sun,23,3,yes,edu,yes,0,single,0.19,0,no,no,no,no,no,no,NA,list,no
2,177,Mon,5,2,yes,edu,yes,0,name,0.24,0,no,no,no,no,no,no,NA,ord,no
2,178,Mon,11,4,no,com,no,0,name,0,1,no,no,no,no,no,no,85,com,yes
2,179,Mon,8,3,no,com,no,7,single,0.09,0,no,no,no,no,yes,no,62,com,yes
2,180,Mon,7,2,yes,edu,yes,0,name,0.28,0,no,no,no,no,no,no,NA,list,no
2,181,Mon,9,7,no,com,no,0,name,0.14,0,no,no,no,no,no,yes,67,com,yes
2,182,Mon,8,2,yes,edu,yes,0,empty,0.02,2,no,no,no,no,no,no,NA,ord,no
2,183,Mon,8,2,yes,edu,yes,0,name,0.02,1,no,no,no,no,no,no,NA,ord,no
2,184,Mon,8,4,yes,edu,yes,0,name,0.24,0,no,no,no,no,no,no,NA,list,no
2,185,Mon,8,3,yes,edu,yes,0,name,0.1,0,no,no,no,no,no,no,NA,list,no
2,186,Mon,8,5,no,edu,yes,0,name,0.1,0,no,no,no,no,no,no,NA,list,no
2,187,Mon,9,2,yes,edu,yes,0,name,0.09,0,no,no,no,no,no,no,NA,list,no
2,188,Mon,9,2,yes,edu,no,0,name,0.08,0,no,no,no,no,no,no,0,ord,no
2,189,Mon,10,3,yes,edu,yes,0,name,0.07,0,no,no,no,no,no,no,13,list,no
2,190,Mon,11,3,no,gov,no,0,name,0.09,0,no,no,no,no,no,no,0,list,no
2,191,Mon,11,54,yes,edu,yes,0,name,0.08,0,no,no,no,no,no,no,NA,list,no
2,192,Mon,12,88,yes,edu,yes,0,name,0.11,0,no,no,no,no,no,no,NA,list,no
2,193,Mon,12,3,yes,edu,yes,0,name,0.14,0,no,no,no,no,no,no,NA,list,no
2,194,Tue,1,3,no,com,no,0,single,0.06,1,no,no,no,no,no,no,61,com,yes
2,195,Mon,12,2,yes,edu,yes,0,name,0.09,0,no,no,no,no,no,no,NA,list,no
2,196,Mon,7,4,no,com,no,0,name,0.12,0,no,no,no,no,no,no,92,com,yes
2,197,Mon,14,29,yes,edu,yes,0,name,0.1,0,no,no,no,no,no,no,NA,list,no
2,198,Mon,14,2,yes,edu,yes,0,name,0.14,0,no,no,no,no,no,no,NA,list,no
2,199,Mon,14,4,yes,edu,yes,0,name,0.15,0,no,no,no,no,no,no,NA,list,no
2,200,Mon,14,3,yes,edu,yes,0,name,0.16,0,no,no,no,no,no,no,NA,list,no
2,201,Mon,14,1043,yes,edu,yes,0,name,0.11,1,no,no,no,no,no,no,28,list,no
2,202,Mon,15,2,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
2,203,Mon,15,3,no,edu,yes,0,name,0,0,no,no,no,yes,no,no,13,list,no
2,204,Mon,15,2,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,list,no
2,205,Mon,16,11,yes,edu,yes,0,name,0.14,0,no,no,no,no,no,no,NA,list,no
2,206,Mon,17,2,yes,edu,yes,0,name,0.32,0,no,no,no,no,no,no,NA,list,no
2,207,Mon,18,3,yes,edu,yes,0,name,0.14,0,no,no,no,no,no,no,NA,list,no
2,208,Mon,18,3,yes,edu,yes,0,name,0.14,0,no,no,no,no,no,no,NA,list,no
2,209,Mon,20,7,no,net,no,0,single,0.73,0,no,no,no,no,no,no,76,com,yes
2,210,Mon,21,2,yes,edu,yes,0,name,0.09,0,no,no,no,no,no,no,NA,ord,no
2,211,Mon,22,11,no,com,no,7,empty,0.27,1,no,no,no,no,yes,no,83,com,yes
2,212,Tue,0,4,yes,edu,yes,0,single,0.19,0,no,no,no,no,no,no,NA,list,no
2,213,Tue,1,41,yes,com,no,0,name,0.23,0,no,no,no,no,no,no,27,list,no
2,214,Tue,0,4,no,org,no,0,name,0.26,0,no,no,no,no,no,no,13,list,no
2,215,Tue,7,33,no,de,no,0,empty,0.02,1,no,no,no,no,no,no,99,com,yes
2,216,Tue,7,3,yes,edu,yes,0,single,0.24,0,no,no,no,no,no,no,NA,list,no
2,217,Tue,9,4,no,by,no,0,name,0.17,0,no,no,no,no,no,no,86,com,yes
2,218,Tue,9,6,no,com,no,0,single,0.1,0,no,no,no,no,no,no,79,com,yes
2,219,Tue,8,2,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
2,220,Tue,9,3,yes,edu,yes,0,name,0.14,0,no,no,no,no,no,no,NA,ord,no
2,221,Tue,9,3,yes,edu,yes,0,name,0.23,0,no,no,no,no,no,no,13,list,no
2,222,Tue,10,2,yes,edu,yes,0,name,0.07,1,no,no,no,no,no,no,NA,list,no
2,223,Tue,11,45,no,edu,yes,0,name,0.18,0,no,no,no,no,no,no,NA,list,no
2,224,Tue,11,6,no,com,no,2,name,0.08,2,no,no,no,no,no,no,0,com,yes
2,225,Tue,11,48,no,edu,yes,0,name,0.18,0,no,no,no,no,no,no,NA,list,no
2,226,Tue,12,3,no,com,no,0,empty,0.02,0,no,no,no,no,yes,no,49,com,yes
2,227,Tue,11,3,yes,edu,yes,0,name,0.05,1,no,no,no,no,no,no,20,list,no
2,228,Tue,18,4,no,com,no,0,name,1,0,no,no,no,no,no,no,33,com,yes
2,229,Tue,12,3,yes,edu,yes,0,name,0.13,0,no,no,no,no,no,no,13,list,no
2,230,Tue,13,173,yes,edu,no,0,name,0.27,0,no,no,no,no,no,no,35,list,no
2,231,Tue,14,2,yes,com,no,0,name,0,0,no,no,no,no,no,no,0,ord,no
2,232,Tue,14,11,yes,edu,yes,0,name,0.13,0,no,no,no,no,no,no,NA,list,no
2,233,Tue,14,2,yes,edu,yes,0,name,0.24,0,no,no,no,no,no,no,NA,list,no
2,234,Tue,14,4,yes,edu,yes,0,name,0.43,0,no,no,no,no,no,no,0,list,no
2,235,Tue,14,28,yes,edu,yes,0,name,0.32,0,no,no,no,no,no,no,NA,list,no
2,236,Tue,14,14,yes,edu,yes,0,name,0.14,0,no,no,no,no,no,no,NA,list,no
2,237,Tue,14,31,yes,edu,yes,0,name,0.09,0,no,no,no,no,no,no,25,list,no
2,238,Tue,14,3,yes,edu,yes,0,name,0.25,0,no,no,no,no,no,no,NA,list,no
2,239,Tue,15,13,no,edu,yes,0,name,0.16,0,no,no,no,no,no,no,NA,list,no
2,240,Tue,15,3,yes,edu,yes,0,empty,0.14,0,no,no,no,no,no,no,NA,ord,no
2,241,Tue,15,54,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,list,no
2,242,Tue,17,3,yes,com,no,0,name,0.06,0,no,no,no,no,no,no,0,ord,no
2,243,Tue,16,3,yes,edu,yes,0,name,0.22,0,no,no,no,no,no,no,0,ord,no
2,244,Tue,10,4,no,com,no,0,name,0.31,0,no,no,no,no,no,no,84,com,yes
2,245,Tue,17,2,yes,edu,yes,0,name,0.06,0,no,no,no,no,no,no,NA,list,no
2,246,Tue,15,4,no,com,no,3,empty,0.11,0,no,no,no,no,no,no,96,com,yes
2,247,Tue,20,3,yes,edu,no,0,name,0.23,1,no,no,no,no,no,no,30,list,no
2,248,Tue,20,4,no,com,no,0,name,0.14,0,no,no,no,no,no,no,45,com,yes
2,249,Wed,0,3,no,com,no,0,single,0.03,0,no,no,no,no,no,no,64,com,yes
2,250,Wed,0,2,yes,edu,yes,0,single,0.19,0,no,no,no,no,no,no,NA,list,no
2,251,Wed,0,9,no,com,no,0,name,0.09,0,no,no,no,no,no,no,76,com,yes
2,252,Sun,0,3,no,com,no,0,name,0.08,1,no,no,no,no,no,no,33,com,yes
2,253,Wed,4,10,no,com,no,0,name,0.08,0,no,no,no,no,no,no,76,com,yes
2,254,Wed,7,2,yes,edu,yes,0,name,0.14,0,no,no,no,no,no,no,NA,list,no
2,255,Wed,7,3,yes,edu,no,0,name,0.08,0,no,no,no,no,no,no,0,ord,no
2,256,Wed,9,3,no,com,no,0,name,0.06,1,no,no,no,no,no,no,44,com,yes
2,257,Wed,8,4,yes,edu,yes,0,name,0.18,0,no,no,no,no,no,no,NA,list,no
2,258,Wed,8,2,yes,edu,yes,0,name,0.12,0,no,no,no,no,no,no,NA,list,no
2,259,Wed,8,4,yes,edu,yes,0,name,0.18,0,no,no,no,no,no,no,NA,list,no
2,260,Wed,9,4,yes,org,no,0,name,0.17,0,no,no,no,no,no,no,13,ord,no
2,261,Wed,1,7,no,com,no,0,empty,0.38,22,no,no,no,no,no,yes,96,com,yes
2,262,Wed,9,2,yes,edu,yes,0,name,0.21,0,no,no,no,no,no,no,NA,list,no
2,263,Wed,9,2,yes,edu,yes,0,name,0.2,0,no,no,no,no,no,no,NA,list,no
2,264,Wed,9,4,yes,edu,no,0,name,0.13,0,no,no,no,no,no,no,0,ord,no
2,265,Wed,9,5,yes,edu,yes,0,name,0.17,0,no,no,no,no,no,no,NA,ord,no
2,266,Tue,17,3,yes,edu,yes,0,name,0.21,0,no,no,no,no,no,no,13,list,no
2,267,Tue,17,11,yes,edu,yes,0,name,0.24,0,no,no,no,no,no,no,44,list,no
2,268,Wed,11,9,no,edu,no,0,name,0.04,1,no,no,no,no,no,no,14,list,no
2,269,Wed,10,6,yes,edu,yes,0,name,0.25,0,no,no,no,no,no,no,NA,list,no
2,270,Wed,11,3,yes,edu,yes,0,name,0.46,0,no,no,no,no,no,no,NA,ord,no
2,271,Wed,11,3,yes,edu,yes,0,name,0.17,0,no,no,no,no,no,no,NA,ord,no
2,272,Tue,13,5,yes,edu,yes,0,name,0.15,0,no,no,no,no,no,no,NA,list,no
2,273,Wed,11,2,yes,edu,yes,0,name,0.02,0,no,no,no,no,no,no,NA,list,no
2,274,Wed,11,2,yes,edu,yes,0,name,0.13,1,no,no,no,no,no,no,1,ord,no
2,275,Wed,11,5,yes,edu,yes,0,name,0.07,0,no,no,no,no,no,no,NA,ord,no
2,276,Wed,11,5,yes,edu,yes,0,name,0.07,0,no,no,no,no,no,no,NA,ord,no
2,277,Wed,12,7,no,com,no,0,single,0.12,1,no,no,no,no,no,yes,72,com,yes
2,278,Wed,12,4,yes,edu,yes,0,name,0.17,0,no,no,no,no,no,no,NA,ord,no
2,279,Wed,12,3,yes,edu,yes,0,name,0.17,1,no,no,no,yes,no,no,0,ord,no
2,280,Wed,14,4,no,edu,yes,0,name,0.16,0,no,no,no,no,no,no,0,list,no
2,281,Wed,14,178,yes,edu,yes,0,name,0.09,0,no,no,no,no,no,no,NA,list,no
2,282,Wed,12,2,yes,edu,yes,0,name,0.15,0,no,no,no,yes,no,no,29,ord,no
2,283,Wed,12,3,no,com,no,0,name,0.04,1,no,no,no,no,no,no,20,list,no
2,284,Wed,14,8,no,com,no,0,name,0.04,0,no,no,no,no,no,no,89,com,yes
2,285,Wed,14,2,no,edu,yes,0,name,0.04,0,no,no,no,no,no,no,13,list,no
2,286,Wed,13,2,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,list,no
2,287,Wed,13,8,yes,edu,yes,0,name,0.06,0,no,no,no,no,no,no,NA,ord,no
2,288,Wed,10,5,yes,edu,no,0,name,0.11,0,no,no,no,no,no,no,13,ord,no
2,289,Wed,8,9,no,cn,no,5,empty,0.16,4,no,no,no,no,no,no,97,com,yes
2,290,Wed,14,11,no,com,no,0,name,0.09,0,no,no,no,no,no,no,62,com,yes
2,291,Wed,13,2,no,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
2,292,Wed,15,2,yes,edu,yes,0,name,0.09,0,no,no,no,yes,no,no,NA,list,no
2,293,Wed,15,661,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
2,294,Wed,15,4,no,gov,no,0,name,0.45,1,no,no,no,no,no,no,14,com,yes
2,295,Wed,16,6,yes,edu,yes,0,name,0.26,0,no,no,no,no,no,no,2,ord,no
2,296,Wed,17,6,no,org,no,0,name,0.22,0,no,no,no,no,no,no,0,list,no
2,297,Wed,16,2,yes,edu,yes,0,name,0.04,0,no,no,no,no,no,no,NA,ord,no
2,298,Wed,16,3,yes,edu,yes,0,name,0.14,0,no,no,no,no,no,no,NA,list,no
2,299,Wed,17,9,yes,edu,yes,0,empty,0.17,0,no,no,no,no,no,no,NA,list,no
2,300,Wed,18,37,yes,edu,yes,0,name,0.21,0,no,no,no,no,no,no,NA,list,no
2,301,Wed,19,4,yes,edu,yes,0,name,0.13,0,no,no,no,no,no,no,NA,list,no
2,302,Wed,19,4,yes,edu,yes,0,name,0.16,0,no,no,no,no,no,no,NA,list,no
2,305,Wed,12,2,yes,edu,yes,0,name,0.04,0,no,no,no,no,no,no,NA,ord,no
2,306,Wed,11,2,yes,edu,yes,0,name,0.04,0,no,no,no,no,no,no,NA,ord,no
2,307,Wed,11,2,yes,edu,yes,0,name,0.04,0,no,no,no,no,no,no,NA,ord,no
2,308,Tue,9,3,yes,edu,no,0,name,0.18,0,no,no,no,no,no,no,0,ord,no
2,309,Mon,13,37,yes,com,no,0,name,0.17,0,no,no,no,no,no,no,13,ord,no
2,310,Mon,14,29,yes,edu,yes,0,name,0.11,0,no,no,no,no,no,no,NA,list,no
2,311,Mon,10,5,yes,edu,yes,0,name,0.09,0,no,no,no,no,no,no,13,list,no
3,1,Sun,10,6,no,com,no,0,name,0.07,3,no,yes,no,no,no,yes,NA,list,yes
3,2,Sun,15,10,no,com,no,0,single,1,0,no,no,no,yes,no,yes,NA,com,yes
3,3,Sat,9,11,no,com,no,12,name,0.14,1,no,yes,no,no,no,yes,NA,com,yes
3,4,Sat,16,8,no,com,no,12,single,0.11,0,no,no,no,no,no,yes,NA,com,yes
3,5,Sat,15,4,no,com,no,0,single,0.12,0,no,no,no,no,yes,yes,NA,com,yes
3,6,Sat,12,5,no,com,no,12,single,0.01,0,no,no,no,no,no,yes,NA,com,yes
3,7,Sat,12,9,no,com,no,12,name,0.26,2,no,yes,no,no,no,yes,NA,com,yes
3,8,Fri,17,8,no,com,no,12,name,0.3,2,no,yes,no,no,no,yes,NA,com,yes
3,9,Fri,14,4,no,info,no,12,single,0.22,1,no,no,no,no,no,yes,NA,com,yes
3,10,Fri,14,6,no,com,no,0,empty,0.26,3,no,no,no,no,no,yes,NA,com,yes
3,11,Fri,12,6,no,com,no,12,single,0.2,1,yes,no,no,no,no,yes,NA,com,yes
3,12,Fri,11,15,no,com,no,0,name,0.13,3,no,no,no,no,no,yes,NA,com,yes
3,13,Fri,9,4,yes,com,no,3,empty,0,0,no,no,no,no,no,no,NA,ord,no
3,14,Fri,0,9,no,com,no,0,name,0.16,0,no,yes,no,no,no,no,NA,list,yes
3,15,Thu,13,5,no,com,no,12,empty,0.17,3,yes,no,no,no,no,yes,NA,com,yes
3,16,Thu,11,5,no,com,no,0,single,0.13,1,no,no,no,no,no,yes,NA,com,yes
3,17,Thu,9,4,no,com,no,0,single,0.17,1,no,yes,no,no,no,yes,NA,com,yes
3,18,Thu,3,10,no,com,no,0,name,0.06,1,no,no,no,no,no,yes,NA,list,yes
3,19,Thu,3,9,no,com,no,0,name,0.13,1,no,no,no,no,no,yes,NA,list,yes
3,20,Wed,16,8,no,com,no,12,single,0.11,0,yes,no,no,no,no,yes,NA,com,yes
3,21,Wed,15,28,no,com,no,0,name,0.09,4,no,yes,no,no,no,yes,NA,com,yes
3,22,Wed,13,7,no,com,no,12,name,0.09,1,no,no,no,no,no,yes,NA,com,yes
3,23,Wed,11,9,no,com,no,0,single,0.66,2,no,no,no,no,no,yes,NA,com,yes
3,24,Wed,11,8,no,com,no,0,name,0.2,0,no,yes,no,no,no,yes,NA,com,yes
3,25,Wed,10,38,no,com,no,0,name,0.7,2,no,no,no,no,no,yes,NA,com,yes
3,26,Wed,4,10,no,com,no,12,single,0.35,7,no,yes,no,no,no,yes,NA,com,yes
3,27,Wed,1,11,no,com,no,0,name,0.21,3,no,no,no,no,no,yes,NA,com,yes
3,28,Wed,1,8,no,com,no,0,empty,0.16,1,no,no,no,no,no,no,NA,list,yes
3,29,Wed,0,18,no,com,no,0,name,0.25,1,no,yes,no,no,no,yes,NA,list,yes
3,30,Tue,16,55,yes,net,no,0,name,0.01,3,no,no,no,no,no,yes,NA,ord,no
3,31,Tue,13,3,no,com,no,0,empty,0,0,no,no,no,no,no,yes,NA,list,yes
3,32,Tue,12,5,no,com,no,0,name,0.07,1,no,no,no,no,yes,yes,NA,com,yes
3,33,Tue,9,10,no,com,no,0,name,0.19,0,no,no,no,no,no,yes,NA,list,yes
3,34,Tue,9,12,no,com,no,0,single,0.04,2,no,yes,no,no,no,yes,NA,com,yes
3,35,Tue,5,14,no,net,no,0,empty,0.19,8,no,no,no,no,no,yes,NA,com,yes
3,36,Tue,3,42,no,com,no,0,name,0.23,0,no,yes,no,no,no,yes,NA,com,yes
3,37,Mon,21,8,no,com,no,0,name,0.2,0,no,no,no,no,no,yes,NA,com,yes
3,38,Mon,20,23,no,com,no,0,name,0.11,4,no,no,no,no,no,yes,NA,com,yes
3,39,Mon,20,7,no,com,no,0,name,0.17,0,no,no,no,no,no,yes,NA,com,yes
3,40,Mon,14,8,no,com,no,0,single,0.89,1,no,no,yes,no,no,yes,NA,com,yes
3,41,Sun,12,2,yes,com,no,0,name,0.2,0,no,no,no,no,no,no,NA,ord,no
3,42,Fri,17,7,yes,edu,yes,0,name,0.16,1,no,no,no,no,no,no,NA,ord,no
3,43,Fri,16,2,yes,edu,yes,0,name,0.16,1,no,no,no,no,no,no,NA,ord,no
3,44,Fri,15,4,no,edu,yes,0,name,0.18,2,no,no,no,no,no,no,NA,list,no
3,45,Fri,14,2,yes,edu,yes,0,name,1,1,no,no,no,no,no,no,NA,ord,no
3,46,Fri,14,1,no,edu,yes,0,name,0.28,3,no,no,no,no,no,no,NA,list,no
3,47,Fri,14,2,yes,com,no,0,name,0.22,4,no,no,no,no,no,no,NA,ord,no
3,48,Fri,14,50,yes,edu,yes,0,name,0.25,0,no,no,no,no,no,no,NA,news,no
3,49,Fri,14,5,yes,edu,yes,0,name,0.14,3,no,no,no,no,no,no,NA,ord,no
3,50,Fri,9,1,no,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,news,no
3,51,Fri,9,1,yes,edu,yes,0,name,0.12,1,no,no,no,no,no,no,NA,ord,no
3,52,Fri,8,3,yes,edu,yes,0,name,0.1,1,no,no,no,no,no,no,NA,ord,no
3,53,Fri,8,4,yes,com,no,0,name,0.1,1,no,no,no,no,no,no,NA,ord,no
3,54,Fri,8,53,yes,edu,yes,0,name,0.14,6,no,no,no,no,no,no,NA,ord,no
3,55,Fri,7,34,yes,edu,yes,0,name,0.12,1,no,no,no,no,no,no,NA,ord,no
3,56,Fri,7,2,yes,com,no,0,name,0,0,no,no,no,no,no,no,NA,ord,no
3,57,Fri,7,1,yes,edu,yes,0,name,0.14,1,no,no,no,no,no,no,NA,ord,no
3,58,Fri,4,2,yes,edu,no,0,name,0.08,0,no,no,no,no,no,no,NA,news,no
3,59,Fri,4,2,yes,edu,no,0,name,0.33,1,no,no,no,no,no,no,NA,news,no
3,60,Thu,12,7,no,com,no,0,name,0.18,1,no,no,no,no,no,no,NA,list,no
3,61,Thu,18,7,yes,edu,yes,0,name,0.27,1,no,no,no,no,no,no,NA,ord,no
3,62,Thu,17,63,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
3,63,Thu,17,10,yes,edu,yes,0,name,0.13,0,no,no,no,no,no,no,NA,ord,no
3,64,Thu,16,10,no,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,news,no
3,65,Thu,16,1,no,com,no,0,name,0.37,4,no,no,no,no,no,no,NA,ord,no
3,66,Thu,16,3,yes,com,no,0,name,0.37,1,no,no,no,no,no,no,NA,ord,no
3,67,Thu,16,5,yes,edu,yes,0,name,0.14,6,no,no,no,no,no,no,NA,ord,no
3,68,Thu,14,4,yes,net,no,0,name,0.33,1,no,no,no,no,no,no,NA,ord,no
3,69,Thu,14,1,yes,edu,yes,0,name,0,1,no,no,no,no,no,no,NA,ord,no
3,70,Thu,13,8,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
3,71,Thu,13,4,no,edu,yes,0,name,0.15,1,no,no,no,no,no,no,NA,ord,no
3,72,Thu,12,3,yes,edu,yes,0,name,0.37,2,no,no,no,no,no,no,NA,ord,no
3,73,Thu,11,63,yes,edu,yes,0,name,0.22,1,no,no,no,no,no,no,NA,ord,no
3,74,Mon,7,6,yes,edu,yes,0,name,0.32,4,no,no,no,no,no,no,NA,list,no
4,1,Tue,4,4,no,com,no,4,empty,0.381,4,no,no,no,no,no,no,NA,com,yes
4,2,Tue,8,1,no,com,no,0,name,0.174,0,no,no,no,no,no,no,NA,com,yes
4,3,Tue,16,5,no,com,no,0,empty,0.259,2,no,no,no,no,no,no,NA,com,yes
4,4,Wed,3,1,no,pt,no,0,name,0.167,2,no,no,no,no,no,no,NA,com,yes
4,5,Tue,18,16,no,com,no,0,empty,0.043,2,no,yes,no,no,no,no,NA,com,yes
4,6,Wed,0,9,no,com,no,0,empty,0.156,1,no,no,no,no,no,no,NA,com,yes
4,7,Wed,9,2,no,com,no,0,name,0.186,3,no,no,no,no,no,no,NA,com,yes
4,8,Wed,13,2,no,org,no,0,empty,0.03,1,no,no,no,no,no,no,NA,com,yes
4,9,Thu,5,7,no,net,no,1,empty,0.1,2,no,no,no,no,no,no,NA,com,yes
4,10,Thu,14,5,no,net,no,3,name,0.722,2,no,no,no,no,yes,no,NA,com,yes
4,11,Thu,9,7,no,com,no,0,single,0.038,6,no,no,no,no,no,no,NA,com,yes
4,12,Fri,14,6,no,com,no,0,empty,0.087,0,no,no,no,no,no,no,NA,com,yes
4,13,Fri,19,9,no,com,no,1,name,0.478,3,no,no,no,no,no,no,NA,com,yes
4,14,Fri,14,4,no,com,no,0,empty,0.192,1,no,yes,no,no,no,no,NA,com,yes
4,15,Sat,23,14,no,com,no,15,name,0.15,2,no,no,no,no,no,no,NA,com,yes
4,16,Sat,20,1,no,pl,no,0,name,0.044,2,no,no,no,no,no,no,NA,com,yes
4,17,Mon,13,3,no,com,no,3,name,0.089,2,no,no,no,no,no,no,NA,com,yes
4,18,Mon,23,2,no,com,no,0,name,0.078,1,no,no,no,no,no,no,NA,com,yes
4,19,Tue,20,3,no,com,no,3,name,0.085,2,no,no,no,no,no,no,NA,com,yes
4,20,Mon,13,1,yes,edu,yes,0,name,0.139,0,no,no,no,no,no,no,NA,ord,no
4,21,Wed,17,4,yes,edu,yes,0,name,0.286,2,no,no,no,no,no,no,NA,ord,no
4,22,Mon,13,1,yes,edu,yes,0,name,0.063,0,no,no,no,no,no,no,NA,ord,no
4,23,Tue,18,2,no,com,no,0,name,0.118,0,no,no,no,no,no,no,NA,com,no
4,24,Wed,5,2,yes,edu,no,0,name,0.033,3,no,no,no,no,no,no,NA,ord,no
4,25,Wed,10,3,yes,edu,yes,0,name,0.059,1,no,no,no,no,no,no,NA,ord,no
4,26,Wed,15,1,yes,edu,yes,0,name,0.046,0,no,no,no,no,no,no,NA,ord,no
4,27,Thu,11,2,yes,edu,yes,0,name,0.105,3,no,no,no,no,no,no,NA,ord,no
4,28,Thu,13,4,no,net,no,0,empty,0.136,3,no,no,no,no,no,no,NA,com,no
4,29,Thu,16,2,yes,edu,yes,0,name,0.091,1,no,no,no,no,no,no,NA,ord,no
4,30,Thu,13,1,yes,edu,yes,0,name,1,1,no,no,no,no,no,no,NA,ord,no
4,31,Thu,8,3,no,com,no,0,empty,0.115,3,no,no,no,no,no,no,NA,com,no
4,32,Wed,21,2,no,com,no,0,name,0.188,0,no,no,no,no,no,no,NA,com,no
4,33,Wed,14,2,yes,edu,yes,0,name,0.273,0,no,no,no,no,no,no,NA,ord,no
4,34,Wed,12,2,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
4,35,Mon,13,1,yes,edu,yes,0,name,0.063,0,no,no,no,no,no,no,NA,ord,no
4,36,Thu,21,1,no,edu,no,0,name,0.188,0,no,no,no,no,no,no,NA,ord,no
4,37,Fri,5,2,no,com,no,0,name,0.105,0,no,no,no,no,no,no,NA,com,yes
4,38,Fri,8,1,yes,edu,yes,0,name,1,1,no,no,no,no,no,no,NA,ord,no
4,39,Fri,8,2,yes,edu,yes,0,name,0.24,7,no,no,no,no,no,no,NA,ord,no
4,40,Thu,17,1,yes,edu,yes,0,name,0.091,1,no,no,no,no,no,no,NA,ord,no
4,41,Fri,10,2,yes,edu,yes,0,name,1,1,no,no,no,no,no,no,NA,ord,no
4,42,Fri,10,2,yes,edu,yes,0,name,0.24,7,no,no,no,no,no,no,NA,ord,no
4,43,Fri,12,3,yes,edu,yes,0,name,0.167,7,no,no,no,no,no,no,NA,ord,no
4,44,Fri,13,1,yes,edu,yes,0,name,0.167,7,no,no,no,no,no,no,NA,ord,no
4,45,Fri,13,1,yes,edu,yes,0,name,0.2,0,no,no,no,no,no,no,NA,ord,no
4,46,Fri,13,1,yes,edu,yes,0,name,0.2,0,no,no,no,no,no,no,NA,ord,no
4,47,Fri,13,1,yes,edu,yes,0,name,0.167,7,no,no,no,no,no,no,NA,ord,no
4,48,Tue,15,2,no,edu,no,0,empty,0.25,0,no,no,no,no,no,no,NA,ord,no
